#Id	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	Alias	dbxref	Type	Qualifier	GO	Desc
tH(GUG)M	chrXIII	+	#N/A	#N/A	363064	363135	#N/A	363064	363135	71	#N/A	#N/A	#N/A	#N/A	0
tV(AAC)M1	chrXIII	-	#N/A	#N/A	372445	372518	#N/A	372445	372518	73	TATA-less	-	372533	372559	0
YMRCTy1-4	chrXIII	-	#N/A	#N/A	372697	378622	#N/A	372697	378622	5925	#N/A	#N/A	#N/A	#N/A	0
tW(CCA)M	chrXIII	-	#N/A	#N/A	379303	379408	#N/A	"379303,379373,"	"379303,379373,"	105	#N/A	#N/A	#N/A	#N/A	0
tV(AAC)M2	chrXIII	-	#N/A	#N/A	420588	420661	#N/A	420588	420661	73	TATA-less	-	420677	420668	0
tD(GUC)M	chrXIII	+	#N/A	#N/A	463554	463625	#N/A	463554	463625	71	TATA-less	-	463537	463507	0
tK(CUU)M	chrXIII	-	#N/A	#N/A	480621	480693	#N/A	480621	480693	72	#N/A	#N/A	#N/A	#N/A	0
snR24	chrXIII	-	#N/A	#N/A	499984	500072	#N/A	499984	500072	88	#N/A	#N/A	#N/A	#N/A	0
tL(CAA)M	chrXIII	+	#N/A	#N/A	504895	505008	#N/A	"504895,504965,"	"504932,505008,"	113	#N/A	#N/A	#N/A	#N/A	0
tM(CAU)M	chrXIII	-	#N/A	#N/A	572883	572955	#N/A	572883	572955	72	#N/A	#N/A	#N/A	#N/A	0
tV(AAC)M3	chrXIII	-	#N/A	#N/A	586636	586709	#N/A	586636	586709	73	#N/A	#N/A	#N/A	#N/A	0
snR83	chrXIII	+	#N/A	#N/A	626349	626654	#N/A	626349	626654	305	#N/A	#N/A	#N/A	#N/A	0
snR11	chrXIII	+	#N/A	#N/A	652275	652532	#N/A	652275	652532	257	#N/A	#N/A	#N/A	#N/A	0
RNA170	chrXIII	-	#N/A	#N/A	667288	667456	#N/A	667288	667456	168	#N/A	#N/A	#N/A	#N/A	0
tR(UCU)M1	chrXIII	-	#N/A	#N/A	747892	747963	#N/A	747892	747963	71	TATA-less	-	747973	748016	0
snR86	chrXIII	-	#N/A	#N/A	762110	763113	#N/A	762110	763113	1003	#N/A	#N/A	#N/A	#N/A	0
tA(AGC)M2	chrXIII	-	#N/A	#N/A	768369	768441	#N/A	768369	768441	72	#N/A	#N/A	#N/A	#N/A	0
tQ(CUG)M	chrXIII	-	#N/A	#N/A	808246	808317	#N/A	808246	808317	71	#N/A	#N/A	#N/A	#N/A	0
tY(GUA)M2	chrXIV	+	#N/A	#N/A	837928	838016	#N/A	"837928,837981,"	"837966,838016,"	88	TATA-less	-	837913	0	0
YNL339C	chrXIV	-	#N/A	#N/A	371	6098	2	"371,6080,"	"5931,6098,"	5727	#N/A	#N/A	#N/A	#N/A	Verified
YNL339W-B	chrXIV	+	#N/A	#N/A	734	1216	1	734	1216	482	#N/A	#N/A	#N/A	#N/A	Dubious
YNL339W-A	chrXIV	+	#N/A	#N/A	1517	2092	1	1517	2092	575	#N/A	#N/A	#N/A	#N/A	Dubious
YNL338W	chrXIV	+	#N/A	#N/A	6561	6719	1	6561	6719	158	#N/A	#N/A	#N/A	#N/A	Dubious
YNL337W	chrXIV	+	#N/A	#N/A	7165	7419	1	7165	7419	254	#N/A	#N/A	#N/A	#N/A	Dubious
YNL336W	chrXIV	+	#N/A	#N/A	8330	9475	1	8330	9475	1145	#N/A	#N/A	#N/A	#N/A	Verified
YNL335W	chrXIV	+	#N/A	#N/A	11452	12129	1	11452	12129	677	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YNL334C	chrXIV	-	#N/A	#N/A	12208	12876	1	12208	12876	668	#N/A	#N/A	#N/A	#N/A	Verified
YNL333W	chrXIV	+	#N/A	#N/A	13267	14163	1	13267	14163	896	#N/A	#N/A	#N/A	#N/A	Verified
YNL332W	chrXIV	+	#N/A	#N/A	14832	15854	1	14832	15854	1022	#N/A	#N/A	#N/A	#N/A	Verified
YNL331C	chrXIV	-	15898	17752	16118	17248	1	16118	17248	1130	#N/A	#N/A	#N/A	#N/A	Verified
YNL330C	chrXIV	-	17741	19357	18001	19302	1	18001	19302	1301	TATA-less	TAF1-enriched	19365	19394	Verified
YNL329C	chrXIV	-	19481	22662	19541	22633	1	19541	22633	3092	TATA-less	TAF1-enriched	22688	22682	Verified
YNL328C	chrXIV	-	22520	23357	22834	23274	1	22834	23274	440	TATA-less	TAF1-enriched	23316	23353	Verified
YNL327W	chrXIV	+	24017	27291	24048	27173	1	24048	27173	3125	TATA-containing	TAF1-depleted	23959	23937	Verified
YNL326C	chrXIV	-	27300	28363	27337	28347	1	27337	28347	1010	TATA-less	TAF1-enriched	28389	28414	Verified
YNL325C	chrXIV	-	28681	31405	28739	31378	1	28739	31378	2639	#N/A	#N/A	#N/A	#N/A	Verified
YNL324W	chrXIV	+	#N/A	#N/A	31050	31445	1	31050	31445	395	#N/A	#N/A	#N/A	#N/A	Dubious
YNL323W	chrXIV	+	31900	33304	31944	33188	1	31944	33188	1244	#N/A	#N/A	#N/A	#N/A	Verified
YNL322C	chrXIV	-	33217	34253	33294	34235	1	33294	34235	941	TATA-less	TAF1-enriched	34264	34285	Verified
YNL321W	chrXIV	+	34661	37552	34696	37422	1	34696	37422	2726	TATA-less	TAF1-enriched	34647	34619	Verified
YNL320W	chrXIV	+	37643	38739	37700	38554	1	37700	38554	854	TATA-less	TAF1-enriched	37610	37599	Uncharacterized
YNL319W	chrXIV	+	#N/A	#N/A	38642	39082	1	38642	39082	440	#N/A	#N/A	#N/A	#N/A	Dubious
YNL318C	chrXIV	-	#N/A	#N/A	38707	40329	1	38707	40329	1622	#N/A	#N/A	#N/A	#N/A	Verified
YNL317W	chrXIV	+	40608	42119	40619	42016	1	40619	42016	1397	TATA-less	TAF1-enriched	40578	40554	Verified
YNL316C	chrXIV	-	42021	43131	42071	43075	1	42071	43075	1004	#N/A	#N/A	#N/A	#N/A	Verified
YNL315C	chrXIV	-	43215	44290	43324	44280	1	43324	44280	956	TATA-less	TAF1-enriched	44263	44289	Verified
YNL314W	chrXIV	+	44391	45317	44447	45214	1	44447	45214	767	#N/A	#N/A	#N/A	#N/A	Verified
YNL313C	chrXIV	-	45221	48037	45308	48022	1	45308	48022	2714	TATA-less	TAF1-enriched	48076	48144	Verified
YNL312W	chrXIV	+	48248	49294	48287	49216	2	"48287,48402,"	"48293,49216,"	929	TATA-less	TAF1-enriched	48249	48212	Verified
YNL311C	chrXIV	-	49338	51702	49397	51688	1	49397	51688	2291	TATA-less	TAF1-enriched	51728	51755	Verified
YNL310C	chrXIV	-	51818	52480	51907	52431	1	51907	52431	524	TATA-less	TAF1-enriched	52434	52445	Verified
YNL309W	chrXIV	+	52597	54051	52662	53924	1	52662	53924	1262	TATA-less	TAF1-enriched	52651	52590	Verified
YNL308C	chrXIV	-	53982	55934	54122	55897	1	54122	55897	1775	TATA-less	TAF1-enriched	55961	55988	Verified
YNL307C	chrXIV	-	56103	57736	56446	57573	1	56446	57573	1127	TATA-less	TAF1-enriched	57761	57827	Verified
YNL306W	chrXIV	+	58129	58922	58155	58808	1	58155	58808	653	TATA-less	TAF1-enriched	58099	58088	Verified
YNL305C	chrXIV	-	58810	59822	58898	59791	1	58898	59791	893	TATA-less	TAF1-enriched	59877	59899	Verified
YNL304W	chrXIV	+	60247	61677	60297	61550	1	60297	61550	1253	TATA-less	TAF1-enriched	60238	60219	Verified
YNL303W	chrXIV	+	#N/A	#N/A	61510	61857	1	61510	61857	347	#N/A	#N/A	#N/A	#N/A	Dubious
YNL302C	chrXIV	-	61829	62964	61958	62943	2	"61958,62924,"	"62372,62943,"	985	TATA-less	TAF1-enriched	62976	63000	Verified
YNL301C	chrXIV	-	63410	64586	63570	64562	2	"63570,64451,"	"64018,64562,"	992	TATA-less	TAF1-enriched	64620	64655	Verified
YNL300W	chrXIV	+	65652	66308	65744	66052	1	65744	66052	308	TATA-containing	TAF1-depleted	65598	65568	Uncharacterized
YNL299W	chrXIV	+	66433	68504	66517	68445	1	66517	68445	1928	TATA-less	TAF1-enriched	66404	66381	Verified
YNL298W	chrXIV	+	68726	71549	68915	71443	1	68915	71443	2528	TATA-less	TAF1-enriched	68733	68727	Verified
YNL297C	chrXIV	-	#N/A	#N/A	71673	76583	1	71673	76583	4910	TATA-less	TAF1-enriched	76648	76661	Verified
YNL296W	chrXIV	+	#N/A	#N/A	76273	76587	1	76273	76587	314	#N/A	#N/A	#N/A	#N/A	Dubious
YNL295W	chrXIV	+	76809	78657	76946	78520	1	76946	78520	1574	TATA-less	TAF1-enriched	76818	76783	Uncharacterized
YNL294C	chrXIV	-	78504	80439	78659	80260	1	78659	80260	1601	TATA-less	TAF1-enriched	80461	80484	Verified
YNL293W	chrXIV	+	80576	82638	80640	82541	1	80640	82541	1901	#N/A	#N/A	#N/A	#N/A	Verified
YNL292W	chrXIV	+	82797	84128	82806	84017	1	82806	84017	1211	TATA-less	TAF1-enriched	82756	82738	Verified
YNL291C	chrXIV	-	84049	86013	84169	85815	1	84169	85815	1646	#N/A	#N/A	#N/A	#N/A	Verified
YNL290W	chrXIV	+	86210	87359	86218	87240	1	86218	87240	1022	TATA-containing	TAF1-enriched	86181	86187	Verified
YNL289W	chrXIV	+	87826	88872	87897	88736	1	87897	88736	839	TATA-containing	TAF1-depleted	87769	87741	Verified
YNL288W	chrXIV	+	90178	91576	90303	91424	1	90303	91424	1121	TATA-less	TAF1-enriched	90150	90123	Verified
YNL287W	chrXIV	+	91805	95033	91994	94801	1	91994	94801	2807	TATA-less	TAF1-enriched	91792	91743	Verified
YNL286W	chrXIV	+	95117	96156	95223	96080	1	95223	96080	857	#N/A	#N/A	#N/A	#N/A	Verified
YNL285W	chrXIV	+	#N/A	#N/A	96173	96544	1	96173	96544	371	#N/A	#N/A	#N/A	#N/A	Dubious
YNL284C	chrXIV	-	#N/A	#N/A	103134	104102	1	103134	104102	968	TATA-less	TAF1-enriched	104070	104110	Verified
YNL283C	chrXIV	-	105130	107158	105184	106695	1	105184	106695	1511	TATA-less	TAF1-depleted	107139	107164	Verified
YNL282W	chrXIV	+	107648	108341	107687	108274	1	107687	108274	587	TATA-less	TAF1-enriched	107618	107584	Verified
YNL281W	chrXIV	+	108411	109088	108467	108928	1	108467	108928	461	TATA-less	TAF1-enriched	108400	108357	Verified
YNL280C	chrXIV	-	108990	110484	109095	110411	1	109095	110411	1316	TATA-less	TAF1-enriched	110565	110591	Verified
YNL279W	chrXIV	+	#N/A	#N/A	110917	112902	1	110917	112902	1985	#N/A	#N/A	#N/A	#N/A	Verified
YNL278W	chrXIV	+	113155	116644	113271	116453	1	113271	116453	3182	TATA-less	TAF1-enriched	113127	113146	Verified
YNL277W-A	chrXIV	+	116677	117185	116679	116867	1	116679	116867	188	TATA-containing	TAF1-enriched	116583	116592	Uncharacterized
YNL277W	chrXIV	+	117239	118928	117349	118809	1	117349	118809	1460	TATA-containing	TAF1-depleted	117159	117131	Verified
YNL276C	chrXIV	-	117063	118898	118431	118826	1	118431	118826	395	#N/A	#N/A	#N/A	#N/A	Dubious
YNL275W	chrXIV	+	119251	121087	119268	120998	1	119268	120998	1730	TATA-less	TAF1-enriched	119064	118999	Verified
YNL274C	chrXIV	-	121012	122231	121118	122170	1	121118	122170	1052	#N/A	#N/A	#N/A	#N/A	Verified
YNL273W	chrXIV	+	122828	126654	122883	126599	1	122883	126599	3716	TATA-less	TAF1-enriched	122837	122826	Verified
YNL272C	chrXIV	-	126693	129180	126805	129084	1	126805	129084	2279	TATA-less	TAF1-enriched	129213	129258	Verified
YNL271C	chrXIV	-	#N/A	#N/A	129522	135383	1	129522	135383	5861	TATA-less	TAF1-enriched	135666	135684	Verified
YNL270C	chrXIV	-	135846	137847	135940	137661	1	135940	137661	1721	TATA-less	TAF1-enriched	137891	137926	Verified
YNL269W	chrXIV	+	137057	138616	137699	138094	1	137699	138094	395	#N/A	#N/A	#N/A	#N/A	Verified
YNL268W	chrXIV	+	138495	140518	138550	140385	1	138550	140385	1835	TATA-less	TAF1-enriched	138462	138428	Verified
YNL267W	chrXIV	+	140799	144209	140878	144078	1	140878	144078	3200	TATA-less	TAF1-enriched	140767	140781	Verified
YNL266W	chrXIV	+	#N/A	#N/A	144245	144664	1	144245	144664	419	#N/A	#N/A	#N/A	#N/A	Dubious
YNL265C	chrXIV	-	144130	145302	144280	145281	2	"144280,145255,"	"145149,145281,"	1001	TATA-containing	TAF1-enriched	145331	145357	Verified
YNL264C	chrXIV	-	145421	146633	145563	146615	1	145563	146615	1052	TATA-less	TAF1-enriched	146644	146670	Verified
YNL263C	chrXIV	-	146796	147983	146896	147840	1	146896	147840	944	TATA-less	TAF1-enriched	147972	147990	Verified
YNL262W	chrXIV	+	#N/A	#N/A	148212	154880	1	148212	154880	6668	TATA-less	TAF1-enriched	148188	148149	Verified
YNL261W	chrXIV	+	155054	157203	155100	156539	1	155100	156539	1439	TATA-containing	TAF1-enriched	155027	154992	Verified
YNL260C	chrXIV	-	#N/A	#N/A	156859	157455	1	156859	157455	596	TATA-containing	TAF1-enriched	157428	157469	Verified
YNL259C	chrXIV	-	157554	157894	157644	157865	1	157644	157865	221	TATA-less	TAF1-enriched	157903	157920	Verified
YNL258C	chrXIV	-	158024	160381	158109	160373	1	158109	160373	2264	TATA-less	TAF1-enriched	160415	160428	Verified
YNL257C	chrXIV	-	160541	164421	160631	164320	1	160631	164320	3689	#N/A	#N/A	#N/A	#N/A	Verified
YNL256W	chrXIV	+	164571	167157	164623	167097	1	164623	167097	2474	TATA-less	TAF1-enriched	164517	164483	Verified
YNL255C	chrXIV	-	167048	167815	167329	167790	1	167329	167790	461	TATA-less	TAF1-enriched	167828	167884	Verified
YNL254C	chrXIV	-	167816	169296	168043	169248	1	168043	169248	1205	TATA-containing	TAF1-enriched	169332	169368	Verified
YNL253W	chrXIV	+	169986	171442	170018	171286	1	170018	171286	1268	TATA-less	TAF1-enriched	169958	169924	Verified
YNL252C	chrXIV	-	171312	172306	171441	172286	1	171441	172286	845	TATA-less	TAF1-enriched	172340	172382	Verified
YNL251C	chrXIV	-	172429	174587	172588	174315	1	172588	174315	1727	TATA-containing	TAF1-enriched	174666	174694	Verified
YNL250W	chrXIV	+	175375	179528	175410	179348	1	175410	179348	3938	TATA-less	TAF1-enriched	175368	175337	Verified
YNL249C	chrXIV	-	179133	181044	179394	181022	1	179394	181022	1628	TATA-less	TAF1-enriched	181046	181057	Verified
YNL248C	chrXIV	-	181160	182646	181361	182608	1	181361	182608	1247	TATA-less	TAF1-enriched	182672	182710	Verified
YNL247W	chrXIV	+	182871	185280	182875	185178	1	182875	185178	2303	TATA-less	TAF1-enriched	182887	182891	Verified
YNL246W	chrXIV	+	185453	186627	185460	186349	2	"185460,185587,"	"185491,186349,"	889	TATA-less	TAF1-enriched	185416	185388	Verified
YNL245C	chrXIV	-	185727	186904	186346	186885	1	186346	186885	539	TATA-less	TAF1-enriched	186929	186980	Verified
YNL244C	chrXIV	-	187026	187529	187170	187496	1	187170	187496	326	TATA-less	TAF1-enriched	187601	187628	Verified
YNL243W	chrXIV	+	187998	191043	188051	190957	1	188051	190957	2906	TATA-containing	TAF1-enriched	187968	187964	Verified
YNL242W	chrXIV	+	191230	196154	191324	196102	1	191324	196102	4778	#N/A	#N/A	#N/A	#N/A	Verified
YNL241C	chrXIV	-	196228	198002	196426	197943	1	196426	197943	1517	#N/A	#N/A	#N/A	#N/A	Verified
YNL240C	chrXIV	-	198392	199998	198502	199977	1	198502	199977	1475	TATA-less	TAF1-enriched	200064	200081	Verified
YNL239W	chrXIV	+	200466	202069	200569	201933	1	200569	201933	1364	TATA-less	TAF1-depleted	200480	200451	Verified
YNL238W	chrXIV	+	202146	205004	202428	204872	1	202428	204872	2444	TATA-less	TAF1-enriched	202141	202105	Verified
YNL237W	chrXIV	+	205119	206736	205188	206567	1	205188	206567	1379	#N/A	#N/A	#N/A	#N/A	Verified
YNL236W	chrXIV	+	206883	209945	206930	209854	1	206930	209854	2924	TATA-less	TAF1-enriched	206846	206801	Verified
YNL235C	chrXIV	-	#N/A	#N/A	209548	209979	1	209548	209979	431	#N/A	#N/A	#N/A	#N/A	Dubious
YNL234W	chrXIV	+	210200	211644	210233	211513	1	210233	211513	1280	TATA-less	TAF1-enriched	210160	210156	Verified
YNL233W	chrXIV	+	211737	214682	211922	214600	1	211922	214600	2678	TATA-less	TAF1-enriched	211712	211675	Verified
YNL232W	chrXIV	+	214863	215867	214923	215801	1	214923	215801	878	TATA-less	TAF1-enriched	214818	214785	Verified
YNL231C	chrXIV	-	215910	217190	215987	217042	1	215987	217042	1055	TATA-less	TAF1-depleted	217266	217306	Verified
YNL230C	chrXIV	-	217144	218725	217523	218662	1	217523	218662	1139	TATA-less	TAF1-enriched	218762	218788	Verified
YNL229C	chrXIV	-	219127	220418	219137	220201	1	219137	220201	1064	TATA-less	TAF1-depleted	220389	220404	Verified
YNL228W	chrXIV	+	220037	221606	220645	221421	1	220645	221421	776	TATA-less	TAF1-enriched	220636	220601	Dubious
YNL227C	chrXIV	-	220587	222483	220659	222431	1	220659	222431	1772	TATA-less	TAF1-enriched	222522	222555	Verified
YNL226W	chrXIV	+	222094	222688	222239	222649	1	222239	222649	410	#N/A	#N/A	#N/A	#N/A	Dubious
YNL225C	chrXIV	-	222618	224518	222724	224469	1	222724	224469	1745	#N/A	#N/A	#N/A	#N/A	Verified
YNL224C	chrXIV	-	224659	227184	224796	227099	1	224796	227099	2303	#N/A	#N/A	#N/A	#N/A	Verified
YNL223W	chrXIV	+	227366	228922	227370	228854	1	227370	228854	1484	TATA-less	TAF1-enriched	227334	227303	Verified
YNL222W	chrXIV	+	229057	229890	229094	229714	1	229094	229714	620	TATA-less	TAF1-enriched	229035	229010	Verified
YNL221C	chrXIV	-	231009	233757	231068	233695	1	231068	233695	2627	TATA-less	TAF1-enriched	233795	233829	Verified
YNL220W	chrXIV	+	234318	235821	234413	235714	1	234413	235714	1301	TATA-containing	TAF1-depleted	234364	234311	Verified
YNL219C	chrXIV	-	235829	237809	235996	237663	1	235996	237663	1667	TATA-less	TAF1-enriched	237794	237829	Verified
YNL218W	chrXIV	+	237995	240065	238238	240001	1	238238	240001	1763	TATA-less	TAF1-enriched	238212	238178	Verified
YNL217W	chrXIV	+	240304	241418	240331	241311	1	240331	241311	980	TATA-less	TAF1-enriched	240263	240239	Uncharacterized
YNL216W	chrXIV	+	241600	244312	241689	244172	1	241689	244172	2483	TATA-less	TAF1-enriched	241623	241595	Verified
YNL215W	chrXIV	+	244435	245478	244468	245430	1	244468	245430	962	TATA-less	TAF1-enriched	244400	244336	Verified
YNL214W	chrXIV	+	245596	246475	245617	246216	1	245617	246216	599	#N/A	#N/A	#N/A	#N/A	Verified
YNL213C	chrXIV	-	246336	247171	246460	247104	1	246460	247104	644	TATA-less	TAF1-enriched	247213	247262	Verified
YNL212W	chrXIV	+	247401	249956	247461	249809	1	247461	249809	2348	TATA-less	TAF1-enriched	247381	247333	Verified
YNL211C	chrXIV	-	249877	250366	250055	250315	1	250055	250315	260	TATA-less	TAF1-enriched	250378	250379	Uncharacterized
YNL210W	chrXIV	+	#N/A	#N/A	250931	251743	1	250931	251743	812	#N/A	#N/A	#N/A	#N/A	Verified
YNL209W	chrXIV	+	252036	254019	252059	253900	1	252059	253900	1841	TATA-less	TAF1-depleted	252011	251985	Verified
YNL208W	chrXIV	+	254399	255112	254418	255017	1	254418	255017	599	TATA-less	TAF1-depleted	254374	254336	Verified
YNL207W	chrXIV	+	255228	256680	255353	256630	1	255353	256630	1277	TATA-less	TAF1-enriched	255189	255158	Verified
YNL206C	chrXIV	-	256715	258162	256788	258155	1	256788	258155	1367	TATA-less	TAF1-enriched	258124	258051	Verified
YNL205C	chrXIV	-	#N/A	#N/A	258155	258577	1	258155	258577	422	#N/A	#N/A	#N/A	#N/A	Dubious
YNL204C	chrXIV	-	258194	259935	258375	259277	1	258375	259277	902	#N/A	#N/A	#N/A	#N/A	Verified
YNL203C	chrXIV	-	258929	260246	259439	260050	1	259439	260050	611	#N/A	#N/A	#N/A	#N/A	Dubious
YNL202W	chrXIV	+	259558	260593	259578	260456	1	259578	260456	878	#N/A	#N/A	#N/A	#N/A	Verified
YNL201C	chrXIV	-	260440	263480	260627	263203	1	260627	263203	2576	TATA-less	TAF1-enriched	263474	263483	Verified
YNL200C	chrXIV	-	263627	264573	263713	264453	1	263713	264453	740	#N/A	#N/A	#N/A	#N/A	Verified
YNL199C	chrXIV	-	264749	266658	264926	266530	1	264926	266530	1604	TATA-less	TAF1-enriched	266632	266641	Verified
YNL198C	chrXIV	-	#N/A	#N/A	266514	266816	1	266514	266816	302	#N/A	#N/A	#N/A	#N/A	Dubious
YNL197C	chrXIV	-	267507	269931	267608	269593	1	267608	269593	1985	TATA-less	TAF1-enriched	269959	269976	Verified
YNL196C	chrXIV	-	#N/A	#N/A	270275	271171	1	270275	271171	896	#N/A	#N/A	#N/A	#N/A	Verified
YNL195C	chrXIV	-	271424	272346	271523	272308	1	271523	272308	785	TATA-less	TAF1-enriched	272065	272112	Uncharacterized
YNL194C	chrXIV	-	272517	273692	272710	273615	1	272710	273615	905	#N/A	#N/A	#N/A	#N/A	Verified
YNL193W	chrXIV	+	274344	276097	274368	276044	1	274368	276044	1676	TATA-less	TAF1-enriched	274335	274308	Uncharacterized
YNL192W	chrXIV	+	276346	279986	276502	279897	1	276502	279897	3395	TATA-less	TAF1-depleted	276340	276315	Verified
YNL191W	chrXIV	+	280346	281606	280432	281505	1	280432	281505	1073	TATA-containing	TAF1-enriched	280356	280330	Verified
YNL190W	chrXIV	+	282155	283628	282395	283009	1	282395	283009	614	TATA-containing	TAF1-depleted	282025	281988	Verified
YNL189W	chrXIV	+	284068	286009	284260	285888	1	284260	285888	1628	TATA-less	TAF1-enriched	284063	0	Verified
YNL188W	chrXIV	+	286256	287631	286308	287609	1	286308	287609	1301	TATA-less	TAF1-enriched	286222	286209	Verified
YNL187W	chrXIV	+	287779	289222	287994	289067	1	287994	289067	1073	TATA-less	TAF1-enriched	287765	287735	Verified
YNL186W	chrXIV	+	289345	291983	289498	291876	1	289498	291876	2378	TATA-less	TAF1-enriched	289282	289254	Verified
YNL185C	chrXIV	-	292066	292766	292193	292669	1	292193	292669	476	#N/A	#N/A	#N/A	#N/A	Verified
YNL184C	chrXIV	-	#N/A	#N/A	292557	292883	1	292557	292883	326	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YNL183C	chrXIV	-	293015	295706	293137	295509	1	293137	295509	2372	#N/A	#N/A	#N/A	#N/A	Verified
YNL182C	chrXIV	-	295875	297687	295960	297627	1	295960	297627	1667	TATA-less	TAF1-enriched	297699	297742	Verified
YNL181W	chrXIV	+	298266	299643	298335	299558	1	298335	299558	1223	TATA-less	TAF1-enriched	298230	298197	Uncharacterized
YNL180C	chrXIV	-	299565	300841	299654	300649	1	299654	300649	995	TATA-less	TAF1-enriched	300858	300881	Verified
YNL179C	chrXIV	-	#N/A	#N/A	300666	301103	1	300666	301103	437	TATA-containing	TAF1-enriched	301184	301223	Dubious
YNL178W	chrXIV	+	302662	303461	302680	303402	1	302680	303402	722	TATA-less	TAF1-enriched	302640	302613	Verified
YNL177C	chrXIV	-	303531	304664	303686	304615	1	303686	304615	929	TATA-less	TAF1-enriched	304681	304720	Verified
YNL176C	chrXIV	-	304819	307159	305070	306980	1	305070	306980	1910	TATA-less	TAF1-enriched	307193	307211	Uncharacterized
YNL175C	chrXIV	-	307280	308648	307401	308612	1	307401	308612	1211	TATA-less	TAF1-enriched	308665	308695	Verified
YNL174W	chrXIV	+	#N/A	#N/A	308074	308646	1	308074	308646	572	#N/A	#N/A	#N/A	#N/A	Dubious
YNL173C	chrXIV	-	308862	310109	308957	310057	1	308957	310057	1100	TATA-less	TAF1-depleted	310154	310169	Verified
YNL172W	chrXIV	+	#N/A	#N/A	310636	315882	1	310636	315882	5246	TATA-less	TAF1-enriched	310495	310460	Verified
YNL171C	chrXIV	-	#N/A	#N/A	315629	315997	1	315629	315997	368	#N/A	#N/A	#N/A	#N/A	Dubious
YNL170W	chrXIV	+	315340	317315	315978	316373	1	315978	316373	395	#N/A	#N/A	#N/A	#N/A	Dubious
YNL169C	chrXIV	-	316058	317778	316169	317671	1	316169	317671	1502	TATA-less	TAF1-enriched	317774	317805	Verified
YNL168C	chrXIV	-	317874	318843	318030	318809	1	318030	318809	779	TATA-less	TAF1-depleted	318972	319019	Uncharacterized
YNL167C	chrXIV	-	319199	321703	319416	321359	1	319416	321359	1943	TATA-less	TAF1-enriched	321676	321701	Verified
YNL166C	chrXIV	-	322099	323575	322219	323565	1	322219	323565	1346	TATA-less	TAF1-enriched	323611	323681	Verified
YNL165W	chrXIV	+	323755	325203	323832	325052	1	323832	325052	1220	TATA-less	TAF1-enriched	323789	323773	Uncharacterized
YNL164C	chrXIV	-	325198	326485	325265	326320	1	325265	326320	1055	TATA-less	TAF1-enriched	326511	326505	Verified
YNL163C	chrXIV	-	326622	330138	326741	330073	1	326741	330073	3332	TATA-less	TAF1-enriched	330167	330182	Verified
YNL162W-A	chrXIV	+	330312	330922	330329	330547	1	330329	330547	218	TATA-less	TAF1-enriched	330337	330309	Uncharacterized
YNL162W	chrXIV	+	331292	332244	331322	332154	2	"331322,331838,"	"331325,332154,"	832	TATA-less	TAF1-enriched	331278	331249	Verified
YNL161W	chrXIV	+	332457	334956	332597	334867	1	332597	334867	2270	TATA-less	TAF1-enriched	332384	332388	Verified
YNL160W	chrXIV	+	336490	337813	336545	337609	1	336545	337609	1064	TATA-containing	TAF1-enriched	336427	336387	Verified
YNL159C	chrXIV	-	338030	339368	338478	339347	1	338478	339347	869	TATA-less	TAF1-enriched	339378	339406	Verified
YNL158W	chrXIV	+	339571	340296	339612	340208	1	339612	340208	596	TATA-less	TAF1-enriched	339549	339521	Verified
YNL157W	chrXIV	+	340328	340939	340352	340858	1	340352	340858	506	TATA-less	TAF1-enriched	340298	340271	Verified
YNL156C	chrXIV	-	340946	342139	341069	341968	1	341069	341968	899	TATA-less	TAF1-depleted	342178	342206	Verified
YNL155W	chrXIV	+	342412	343465	342516	343340	1	342516	343340	824	TATA-less	TAF1-enriched	342383	342359	Verified
YNL154C	chrXIV	-	343490	345490	343636	345276	1	343636	345276	1640	#N/A	#N/A	#N/A	#N/A	Verified
YNL153C	chrXIV	-	345448	346095	345669	346058	1	345669	346058	389	#N/A	#N/A	#N/A	#N/A	Verified
YNL152W	chrXIV	+	346287	347610	346313	347542	1	346313	347542	1229	TATA-less	TAF1-enriched	346261	346223	Verified
YNL151C	chrXIV	-	347621	348571	347766	348521	1	347766	348521	755	TATA-less	TAF1-enriched	348601	348588	Verified
YNL150W	chrXIV	+	#N/A	#N/A	349251	349658	1	349251	349658	407	#N/A	#N/A	#N/A	#N/A	Dubious
YNL149C	chrXIV	-	349262	349774	349367	349756	1	349367	349756	389	TATA-less	TAF1-enriched	349805	349829	Verified
YNL148C	chrXIV	-	349741	350682	349907	350671	1	349907	350671	764	TATA-less	TAF1-enriched	350718	350707	Verified
YNL147W	chrXIV	+	350859	351426	350940	351383	2	"350940,351054,"	"350957,351383,"	443	TATA-less	TAF1-enriched	350911	350883	Verified
YNL146C-A	chrXIV	-	351335	352047	351386	351580	1	351386	351580	194	TATA-less	TAF1-enriched	351710	351784	Uncharacterized
YNL146W	chrXIV	+	351645	352327	351715	352017	1	351715	352017	302	TATA-less	TAF1-enriched	351483	351464	Uncharacterized
YNL145W	chrXIV	+	352370	352705	352414	352530	1	352414	352530	116	TATA-containing	TAF1-depleted	352339	352297	Verified
