	Chr	ORF	TSS	Strand	TTS	+1 nucleosome
4118	chrXV	YOR046C	415939	-	414391	415898
4119	chrXV	YOR047C	417835	-	416180	417787
4120	chrXV	YOR048C	421682	-	418539	421648
4121	chrXV	YOR049C	423952	-	422428	424269
4122	chrXV	YOR051C	426155	-	424730	426083
4123	chrXV	YOR052C	427349	-	426505	427337
4124	chrXV	YOR054C	429998	-	427755	429982
4125	chrXV	YOR056C	431703	-	430188	431687
4126	chrXV	YOR057W	432119	+	433450	432170
4127	chrXV	YOR058C	436473	-	433427	436467
4128	chrXV	YOR061W	441410	+	442775	441430
4129	chrXV	YOR063W	444664	+	445967	444683
4130	chrXV	YOR064C	446731	-	445992	446738
4131	chrXV	YOR065W	447192	+	448670	447145
4132	chrXV	YOR066W	449225	+	451533	449216
4133	chrXV	YOR067C	453503	-	451651	453472
4134	chrXV	YOR069W	453683	+	455910	453733
4135	chrXV	YOR070C	457994	-	455841	457961
4136	chrXV	YOR073W	464749	+	466676	464758
4137	chrXV	YOR074C	467653	-	466591	467609
4138	chrXV	YOR075W	468195	+	469305	468234
4139	chrXV	YOR076C	471657	-	469300	471617
4140	chrXV	YOR077W	471861	+	472779	471912
4141	chrXV	YOR078W	472712	+	473408	472732
4142	chrXV	YOR079C	474429	-	473406	474403
4143	chrXV	YOR080W	474590	+	476958	474628
4144	chrXV	YOR081C	479214	-	476853	479166
4145	chrXV	YOR083W	479458	+	480420	479525
4146	chrXV	YOR084W	480587	+	481804	480581
4147	chrXV	YOR085W	481973	+	483188	482022
4148	chrXV	YOR086C	486980	-	483132	486922
4149	chrXV	YOR087W	487626	+	489851	487651
4150	chrXV	YOR089C	490905	-	490002	490841
4151	chrXV	YOR090C	492918	-	490835	492886
4152	chrXV	YOR091W	493371	+	494534	493388
4153	chrXV	YOR092W	495046	+	497170	495118
4154	chrXV	YOR094W	502699	+	503495	502752
4155	chrXV	YOR095C	504398	-	503436	504464
4156	chrXV	YOR096W	505766	+	506857	505771
4157	chrXV	YOR098C	511262	-	507826	511198
4158	chrXV	YOR099W	511761	+	513099	511695
4159	chrXV	YOR100C	514420	-	513295	514419
4160	chrXV	YOR101W	515170	+	516380	515165
4161	chrXV	YOR103C	516920	-	516360	516848
4162	chrXV	YOR104W	517464	+	518574	517679
4163	chrXV	YOR106W	519027	+	520081	519104
4164	chrXV	YOR107W	521075	+	522627	521043
4165	chrXV	YOR108W	522997	+	524928	522933
4166	chrXV	YOR109W	525149	+	528822	525177
4167	chrXV	YOR110W	528858	+	530309	528903
4168	chrXV	YOR112W	531438	+	533856	531478
4169	chrXV	YOR113W	533976	+	536819	534019
4170	chrXV	YOR115C	539516	-	538571	539442
4171	chrXV	YOR116C	544359	-	539665	544342
4172	chrXV	YOR117W	544936	+	546468	545011
4173	chrXV	YOR118W	546653	+	548734	546700
4174	chrXV	YOR119C	550300	-	548626	550243
4175	chrXV	YOR120W	550786	+	552189	550500
4176	chrXV	YOR122C	552938	-	552112	552866
4177	chrXV	YOR123C	554656	-	553116	554576
4178	chrXV	YOR124C	558749	-	554745	558714
4179	chrXV	YOR125C	559780	-	558892	559761
4180	chrXV	YOR126C	560708	-	559894	560666
4181	chrXV	YOR127W	560903	+	564368	560939
4182	chrXV	YOR128C	566217	-	564415	566207
4183	chrXV	YOR129C	569606	-	566697	569581
4184	chrXV	YOR130C	570916	-	569861	570844
4185	chrXV	YOR132W	573095	+	574880	573135
4186	chrXV	YOR133W	575052	+	577811	575066
4187	chrXV	YOR134W	578237	+	580164	578210
4188	chrXV	YOR136W	580140	+	581513	580074
4189	chrXV	YOR137C	584093	-	581685	583995
4190	chrXV	YOR138C	586389	-	584237	586340
4191	chrXV	YOR140W	586649	+	589539	586698
4192	chrXV	YOR141C	592616	-	589907	592575
4193	chrXV	YOR142W	592864	+	594238	592884
4194	chrXV	YOR143C	602425	-	601360	602379
4195	chrXV	YOR144C	605149	-	602567	605101
4196	chrXV	YOR145C	606192	-	605258	606165
4197	chrXV	YOR147W	606570	+	608648	606617
4198	chrXV	YOR148C	609219	-	608563	609173
4199	chrXV	YOR149C	611427	-	609503	611384
4200	chrXV	YOR150W	611972	+	612589	612009
4201	chrXV	YOR151C	616945	-	612962	616900
4202	chrXV	YOR153W	619672	+	624488	619654
4203	chrXV	YOR155C	628012	-	626572	627949
4204	chrXV	YOR156C	630641	-	628107	630646
4205	chrXV	YOR157C	631788	-	630914	631766
4206	chrXV	YOR158W	632143	+	633270	632170
4207	chrXV	YOR159C	633610	-	633094	633574
4208	chrXV	YOR160W	633797	+	636841	633833
4209	chrXV	YOR161C	638705	-	636842	638695
4210	chrXV	YOR162C	642171	-	639412	642120
4211	chrXV	YOR163W	642704	+	643380	642746
4212	chrXV	YOR164C	644352	-	643238	644314
4213	chrXV	YOR165W	644524	+	647063	644573
4214	chrXV	YOR166C	648540	-	646953	648494
4215	chrXV	YOR167C	649019	-	648673	648998
4216	chrXV	YOR168W	649275	+	651810	649325
4217	chrXV	YOR171C	653977	-	651794	653932
4218	chrXV	YOR172W	654166	+	656744	654220
4219	chrXV	YOR173W	657264	+	658442	656858
4220	chrXV	YOR174W	658628	+	659726	658676
4221	chrXV	YOR175C	661769	-	659653	661706
4222	chrXV	YOR176W	662290	+	663714	662358
4223	chrXV	YOR177C	667232	-	665628	667241
4224	chrXV	YOR178C	670650	-	667521	670580
4225	chrXV	YOR179C	672435	-	671575	672377
4226	chrXV	YOR180C	675167	-	674094	675188
4227	chrXV	YOR181W	675874	+	677970	675911
4228	chrXV	YOR182C	678849	-	678107	678774
4229	chrXV	YOR184W	679307	+	680660	679290
4230	chrXV	YOR185C	682164	-	681378	682111
4231	chrXV	YOR187W	683946	+	685463	683953
4232	chrXV	YOR188W	685670	+	689310	685737
4233	chrXV	YOR189W	689597	+	690197	689638
4234	chrXV	YOR190W	690695	+	692032	690543
4235	chrXV	YOR191W	692389	+	697496	692436
4236	chrXV	YOR193W	710390	+	711690	710435
4237	chrXV	YOR194C	712587	-	711614	712538
4238	chrXV	YOR195W	712809	+	715577	712847
4239	chrXV	YOR196C	716885	-	715432	716824
4240	chrXV	YOR197W	717070	+	718455	717108
4241	chrXV	YOR198C	720254	-	718432	720238
4242	chrXV	YOR201C	721726	-	720344	721666
4243	chrXV	YOR202W	721923	+	722774	721959
4244	chrXV	YOR204W	722892	+	725039	722946
4245	chrXV	YOR205C	727242	-	725423	727211
4246	chrXV	YOR206W	727483	+	729724	727511
4247	chrXV	YOR207C	733480	-	729889	733465
4248	chrXV	YOR208W	733740	+	736311	733753
4249	chrXV	YOR209C	737877	-	736276	737812
4250	chrXV	YOR210W	738263	+	738823	738332
4251	chrXV	YOR211C	741760	-	738845	741713
4252	chrXV	YOR212W	742790	+	744363	742768
4253	chrXV	YOR213C	745373	-	744202	745342
4254	chrXV	YOR215C	747290	-	746583	747262
4255	chrXV	YOR216C	749031	-	747354	748998
4256	chrXV	YOR217W	749184	+	752114	749263
4257	chrXV	YOR219C	755065	-	751907	755065
4258	chrXV	YOR221C	757610	-	756307	757585
4259	chrXV	YOR222W	757830	+	759287	758251
4260	chrXV	YOR224C	761301	-	760718	761233
4261	chrXV	YOR226C	762105	-	761457	762078
4262	chrXV	YOR227W	762593	+	766726	762618
4263	chrXV	YOR228C	768049	-	766741	767974
4264	chrXV	YOR229W	768362	+	770017	768371
4265	chrXV	YOR230W	770749	+	772276	770822
4266	chrXV	YOR231W	772450	+	774318	772510
4267	chrXV	YOR232W	774469	+	775414	774501
4268	chrXV	YOR233W	775639	+	778315	775701
4269	chrXV	YOR234C	779437	-	778477	779382
4270	chrXV	YOR236W	780892	+	781611	780904
4271	chrXV	YOR237W	781819	+	783351	781816
4272	chrXV	YOR239W	784799	+	786951	784880
4273	chrXV	YOR241W	787174	+	788785	787183
4274	chrXV	YOR242C	789857	-	788635	789806
4275	chrXV	YOR243C	792255	-	790055	792238
4276	chrXV	YOR244W	792502	+	794043	792518
4277	chrXV	YOR245C	795528	-	793961	795320
4278	chrXV	YOR247W	797443	+	798444	797337
4279	chrXV	YOR249C	800747	-	798620	800677
4280	chrXV	YOR250C	802342	-	800932	802290
4281	chrXV	YOR251C	803489	-	802455	803434
4282	chrXV	YOR252W	803635	+	804304	803676
4283	chrXV	YOR253W	804358	+	805019	804425
4284	chrXV	YOR254C	807071	-	804906	807020
4285	chrXV	YOR255W	807121	+	808107	807291
4286	chrXV	YOR256C	810832	-	808185	810784
4287	chrXV	YOR257W	810974	+	811561	811023
4288	chrXV	YOR258W	811663	+	812413	811717
4289	chrXV	YOR259C	813729	-	812319	813685
4290	chrXV	YOR260W	813933	+	815841	813990
4291	chrXV	YOR261C	817024	-	815838	816991
4292	chrXV	YOR262W	817229	+	818436	817256
4293	chrXV	YOR264W	818643	+	820360	818710
4294	chrXV	YOR265W	820420	+	820988	820458
4295	chrXV	YOR266W	821023	+	822353	821016
4296	chrXV	YOR267C	825024	-	822391	824980
4297	chrXV	YOR269W	826309	+	828027	826349
4298	chrXV	YOR270C	830745	-	827925	830696
4299	chrXV	YOR272W	832739	+	834274	832792
4300	chrXV	YOR273C	836499	-	834234	836586
4301	chrXV	YOR274W	837604	+	839025	837681
4302	chrXV	YOR275C	841101	-	838952	841046
4303	chrXV	YOR276W	841273	+	841910	841353
4304	chrXV	YOR278W	842788	+	843754	842865
4305	chrXV	YOR279C	844741	-	843628	844719
4306	chrXV	YOR280C	845813	-	844890	845798
4307	chrXV	YOR281C	847157	-	846166	847109
4308	chrXV	YOR284W	848431	+	849490	848483
4309	chrXV	YOR285W	849629	+	850122	849658
4310	chrXV	YOR286W	850257	+	850975	850316
4311	chrXV	YOR287C	851861	-	850869	851825
4312	chrXV	YOR288C	853114	-	852037	853096
4313	chrXV	YOR290C	860408	-	855079	860334
4314	chrXV	YOR291W	860990	+	865658	861092
4315	chrXV	YOR293W	867071	+	867993	867088
4316	chrXV	YOR294W	868298	+	869100	868344
4317	chrXV	YOR295W	869131	+	870125	869191
4318	chrXV	YOR297C	875347	-	874614	875298
4319	chrXV	YOR298W	875599	+	877038	875581
4320	chrXV	YOR298C-A	877755	-	876996	877730
4321	chrXV	YOR299W	878360	+	880734	878375
4322	chrXV	YOR301W	880947	+	882582	880995
4323	chrXV	YOR302W	882669	+	882853	882750
4324	chrXV	YOR303W	882669	+	884209	882750
4325	chrXV	YOR304W	884348	+	888003	884412
4326	chrXV	YOR305W	888992	+	889828	889002
4327	chrXV	YOR306C	891616	-	889763	891627
4328	chrXV	YOR307C	894289	-	892626	894207
4329	chrXV	YOR308C	896411	-	894331	896376
4330	chrXV	YOR310C	898393	-	896568	898355
4331	chrXV	YOR311C	899975	-	898847	899924
4332	chrXV	YOR312C	901264	-	900168	901190
4333	chrXV	YOR313C	902874	-	901858	902953
4334	chrXV	YOR315W	904673	+	906136	904514
4335	chrXV	YOR316C	907696	-	906112	907660
4336	chrXV	YOR317W	909292	+	911694	909278
4337	chrXV	YOR319W	912818	+	913595	912851
4338	chrXV	YOR320C	915196	-	913523	915157
4339	chrXV	YOR321W	915986	+	918323	916028
4340	chrXV	YOR322C	921300	-	918453	921264
4341	chrXV	YOR323C	922924	-	921465	922865
4342	chrXV	YOR324C	925187	-	923097	925146
4343	chrXV	YOR326W	925547	+	930672	925597
4344	chrXV	YOR327C	931164	-	930612	931143
4345	chrXV	YOR328W	933650	+	936724	933662
4346	chrXV	YOR329C	939392	-	936488	939386
4347	chrXV	YOR330C	943428	-	939500	943371
4348	chrXV	YOR332W	943625	+	944418	943678
4349	chrXV	YOR334W	944596	+	946103	944614
4350	chrXV	YOR335C	949226	-	946100	949175
4351	chrXV	YOR336W	949748	+	954001	949768
4352	chrXV	YOR337W	954212	+	956895	954299
4353	chrXV	YOR339C	958868	-	958115	958871
4354	chrXV	YOR340C	960262	-	959121	960204
4355	chrXV	YOR341W	960862	+	966262	960889
4356	chrXV	YOR344C	978201	-	977011	978232
4357	chrXV	YOR346W	981677	+	984953	981705
4358	chrXV	YOR347C	986567	-	984882	986475
4359	chrXV	YOR349W	989762	+	992992	989811
4360	chrXV	YOR350C	994891	-	992807	994828
4361	chrXV	YOR351C	996511	-	994730	996900
4362	chrXV	YOR353C	1000861	-	998312	1000796
4363	chrXV	YOR354C	1003250	-	1001031	1003201
4364	chrXV	YOR355W	1004646	+	1006896	1004693
4365	chrXV	YOR356W	1007143	+	1009232	1007215
4366	chrXV	YOR357C	1009729	-	1009115	1009695
4367	chrXV	YOR358W	1010125	+	1011169	1010159
4368	chrXV	YOR359W	1011049	+	1013020	1011107
4369	chrXV	YOR360C	1015053	-	1013118	1015003
4370	chrXV	YOR361C	1017575	-	1015275	1017510
4371	chrXV	YOR362C	1018800	-	1017697	1018751
4372	chrXV	YOR363C	1023511	-	1019881	1023231
4373	chrXV	YOR367W	1025982	+	1026693	1026039
4374	chrXV	YOR368W	1026812	+	1028176	1026890
4375	chrXV	YOR369C	1028693	-	1028087	1028691
4376	chrXV	YOR370C	1031334	-	1029025	1031277
4377	chrXV	YOR371C	1034301	-	1031405	1034262
4378	chrXV	YOR372C	1036563	-	1034474	1036488
4379	chrXV	YOR373W	1036768	+	1039491	1036805
4380	chrXV	YOR374W	1039780	+	1041517	1039785
4381	chrXV	YOR375C	1043099	-	1041590	1043148
4382	chrXV	YOR377W	1046208	+	1048024	1046217
4383	chrXV	YOR380W	1051077	+	1053000	1051125
4384	chrXV	YOR381W	1055213	+	1057794	1054878
4385	chrXV	YOR382W	1059506	+	1060086	1059267
4386	chrXV	YOR383C	1061102	-	1060288	1060984
4387	chrXV	YOR384W	1061526	+	1063648	1061461
4388	chrXV	YOR386W	1066825	+	1068761	1066852
4389	chrXV	YOR388C	1072923	-	1071793	1073136
4390	chrXV	YOR391C	1079258	-	1078545	1079549
4391	chrXV	YOR393W	1080276	+	1081589	1079832
4392	chrXV	YOR394W	1082718	+	1083212	1082627
4393	chrXVI	YPL283C	6082	-	280	6018
4394	chrXVI	YPL282C	8427	-	7933	8528
4395	chrXVI	YPL281C	10870	-	9557	11315
4396	chrXVI	YPL274W	22886	+	24763	22862
4397	chrXVI	YPL273W	25014	+	26167	25007
4398	chrXVI	YPL271W	30058	+	30384	30102
4399	chrXVI	YPL270W	30459	+	32902	30490
4400	chrXVI	YPL269W	33013	+	35093	33053
4401	chrXVI	YPL268W	35180	+	37890	35249
4402	chrXVI	YPL267W	38154	+	38865	38174
4403	chrXVI	YPL266W	39074	+	40150	39091
4404	chrXVI	YPL265W	40947	+	43184	40936
4405	chrXVI	YPL263C	46528	-	44473	46487
4406	chrXVI	YPL262W	47372	+	48843	47370
4407	chrXVI	YPL259C	52684	-	51042	52648
4408	chrXVI	YPL258C	55436	-	53396	55402
4409	chrXVI	YPL256C	66789	-	64747	66989
4410	chrXVI	YPL255W	67703	+	69112	67737
4411	chrXVI	YPL254W	69244	+	71020	69297
4412	chrXVI	YPL253C	73047	-	70970	73011
4413	chrXVI	YPL252C	73925	-	73261	73888
4414	chrXVI	YPL250C	74861	-	74120	74816
4415	chrXVI	YPL249C-A	76253	-	75552	76298
4416	chrXVI	YPL249C	79380	-	76619	79333
4417	chrXVI	YPL248C	82356	-	79549	82323
4418	chrXVI	YPL246C	85337	-	84404	85300
4419	chrXVI	YPL244C	88055	-	86917	88014
4420	chrXVI	YPL243W	88427	+	90384	88480
4421	chrXVI	YPL242C	95171	-	90471	95123
4422	chrXVI	YPL241C	96266	-	95300	96202
4423	chrXVI	YPL240C	98681	-	96377	98713
4424	chrXVI	YPL239W	99406	+	100252	99437
4425	chrXVI	YPL237W	100453	+	101465	100516
4426	chrXVI	YPL235W	103136	+	104716	103195
4427	chrXVI	YPL234C	105495	-	104828	105428
4428	chrXVI	YPL233W	106107	+	106862	106154
4429	chrXVI	YPL232W	106978	+	108229	107172
4430	chrXVI	YPL231W	108615	+	114400	108599
4431	chrXVI	YPL230W	115821	+	116593	115162
4432	chrXVI	YPL228W	118251	+	120183	118288
4433	chrXVI	YPL227C	121292	-	120145	121255
4434	chrXVI	YPL226W	121741	+	125609	121759
4435	chrXVI	YPL225W	125958	+	126573	126029
4436	chrXVI	YPL224C	128088	-	126438	128046
4437	chrXVI	YPL221W	132807	+	135601	133036
4438	chrXVI	YPL220W	135778	+	136531	135812
4439	chrXVI	YPL219W	136655	+	138319	136711
4440	chrXVI	YPL218W	138636	+	139472	138680
4441	chrXVI	YPL217C	143215	-	139521	143163
4442	chrXVI	YPL215W	147387	+	148584	147431
4443	chrXVI	YPL214C	150300	-	148473	150247
4444	chrXVI	YPL213W	150578	+	151361	150624
4445	chrXVI	YPL212C	153200	-	151362	153130
4446	chrXVI	YPL211W	153453	+	154167	153480
4447	chrXVI	YPL210C	156231	-	154205	156190
4448	chrXVI	YPL209C	157660	-	156391	157627
4449	chrXVI	YPL208W	157828	+	159662	157874
4450	chrXVI	YPL207W	159832	+	162433	159871
4451	chrXVI	YPL206C	163663	-	162544	163614
4452	chrXVI	YPL204W	164090	+	165894	164145
4453	chrXVI	YPL203W	166094	+	167638	166123
4454	chrXVI	YPL202C	169419	-	168012	169378
4455	chrXVI	YPL201C	171004	-	169721	171205
4456	chrXVI	YPL200W	171484	+	171954	171438
4457	chrXVI	YPL198W	173101	+	174795	173145
4458	chrXVI	YPL196W	174971	+	175924	175022
4459	chrXVI	YPL195W	176193	+	179108	176240
4460	chrXVI	YPL194W	179252	+	181330	179283
4461	chrXVI	YPL193W	181396	+	182633	181381
4462	chrXVI	YPL192C	183279	-	182655	183231
4463	chrXVI	YPL190C	187841	-	185053	187778
4464	chrXVI	YPL189C-A	188610	-	188071	188554
4465	chrXVI	YPL189W	189023	+	191095	189033
4466	chrXVI	YPL188W	191390	+	192909	191428
4467	chrXVI	YPL187W	193656	+	194145	193490
4468	chrXVI	YPL186C	195426	-	194258	195593
4469	chrXVI	YPL184C	198461	-	195883	198409
4470	chrXVI	YPL183W-A	198989	+	199528	199077
4471	chrXVI	YPL183C	202547	-	199416	202502
4472	chrXVI	YPL181W	203174	+	205064	203260
4473	chrXVI	YPL180W	205231	+	207849	205243
4474	chrXVI	YPL179W	207988	+	210026	208037
4475	chrXVI	YPL178W	212098	+	212893	212158
4476	chrXVI	YPL177C	214087	-	212932	214354
4477	chrXVI	YPL176C	218394	-	215871	218348
4478	chrXVI	YPL175W	218587	+	220200	218627
4479	chrXVI	YPL174C	222906	-	220071	222880
4480	chrXVI	YPL173W	223077	+	224199	223133
4481	chrXVI	YPL172C	225844	-	224214	225807
4482	chrXVI	YPL171C	227371	-	226032	227490
4483	chrXVI	YPL170W	228284	+	228974	228233
4484	chrXVI	YPL169C	230860	-	228860	230838
4485	chrXVI	YPL167C	237157	-	232492	237086
4486	chrXVI	YPL166W	237270	+	237979	237339
4487	chrXVI	YPL165C	239192	-	237956	238975
4488	chrXVI	YPL164C	241548	-	239082	241494
4489	chrXVI	YPL163C	242723	-	241763	242817
4490	chrXVI	YPL161C	246287	-	244206	246234
4491	chrXVI	YPL160W	246923	+	250433	246954
4492	chrXVI	YPL159C	251786	-	250715	251739
4493	chrXVI	YPL158C	254380	-	251979	254477
4494	chrXVI	YPL157W	254694	+	255877	254759
4495	chrXVI	YPL156C	256827	-	255745	256895
4496	chrXVI	YPL155C	259416	-	257216	259333
4497	chrXVI	YPL154C	261194	-	259622	261133
4498	chrXVI	YPL153C	264358	-	261541	264321
4499	chrXVI	YPL152W	264948	+	266198	265013
4500	chrXVI	YPL151C	267567	-	266099	267531
4501	chrXVI	YPL149W	271250	+	272204	271302
4502	chrXVI	YPL148C	272952	-	272294	272903
4503	chrXVI	YPL147W	273255	+	275973	273254
4504	chrXVI	YPL146C	277549	-	276019	277518
4505	chrXVI	YPL145C	279955	-	278395	279978
4506	chrXVI	YPL144W	280454	+	281062	280481
4507	chrXVI	YPL143W	282091	+	283019	282124
4508	chrXVI	YPL141C	286289	-	283232	286352
4509	chrXVI	YPL140C	289262	-	287331	289209
4510	chrXVI	YPL139C	291107	-	289578	291047
4511	chrXVI	YPL138C	292449	-	291244	292414
4512	chrXVI	YPL137C	296897	-	292651	296725
4513	chrXVI	YPL135W	297489	+	298401	297453
4514	chrXVI	YPL134C	299523	-	298473	299545
4515	chrXVI	YPL133C	301358	-	299842	301305
4516	chrXVI	YPL132W	301542	+	302726	301603
4517	chrXVI	YPL131W	303102	+	304113	303133
4518	chrXVI	YPL130W	304387	+	305311	304281
4519	chrXVI	YPL129W	305241	+	306207	305287
4520	chrXVI	YPL128C	308290	-	306255	308259
4521	chrXVI	YPL127C	309627	-	308688	309596
4522	chrXVI	YPL126W	310153	+	313010	310207
4523	chrXVI	YPL125W	313229	+	316558	313271
4524	chrXVI	YPL124W	316724	+	317584	316748
4525	chrXVI	YPL123C	318953	-	317500	318944
4526	chrXVI	YPL122C	320793	-	319127	320747
4527	chrXVI	YPL121C	321813	-	320962	321845
4528	chrXVI	YPL120W	322055	+	324083	322094
4529	chrXVI	YPL119C	326349	-	324330	326293
4530	chrXVI	YPL118W	326542	+	327767	326583
4531	chrXVI	YPL117C	328847	-	327682	328860
4532	chrXVI	YPL116W	329409	+	331835	329451
4533	chrXVI	YPL115C	335708	-	331836	335686
4534	chrXVI	YPL112C	338670	-	337370	338635
4535	chrXVI	YPL111W	339898	+	341022	339894
4536	chrXVI	YPL110C	345097	-	340989	344892
4537	chrXVI	YPL106C	352320	-	350053	352356
4538	chrXVI	YPL105C	355426	-	352750	355389
4539	chrXVI	YPL104W	355646	+	357925	355670
4540	chrXVI	YPL103C	359442	-	357666	359394
4541	chrXVI	YPL101W	360170	+	361707	360207
4542	chrXVI	YPL100W	361795	+	363408	361889
4543	chrXVI	YPL099C	364068	-	363182	364035
4544	chrXVI	YPL098C	364784	-	364236	364735
4545	chrXVI	YPL097W	364927	+	366522	364975
4546	chrXVI	YPL096C-A	366777	-	366413	366739
4547	chrXVI	YPL096W	366911	+	368080	366950
4548	chrXVI	YPL095C	369481	-	368017	369494
4549	chrXVI	YPL094C	370685	-	369776	370634
4550	chrXVI	YPL093W	370933	+	373158	370961
4551	chrXVI	YPL092W	373649	+	375268	373600
4552	chrXVI	YPL091W	375476	+	377063	375469
4553	chrXVI	YPL090C	378468	-	377128	378436
4554	chrXVI	YPL089C	381414	-	378992	381327
4555	chrXVI	YPL087W	383323	+	384514	383227
4556	chrXVI	YPL086C	386475	-	384654	386448
4557	chrXVI	YPL085W	386889	+	393747	386938
4558	chrXVI	YPL084W	393981	+	396722	394039
4559	chrXVI	YPL083C	398160	-	396562	398108
4560	chrXVI	YPL082C	404223	-	398347	404123
4561	chrXVI	YPL081W	404909	+	406216	404952
4562	chrXVI	YPL079W	406601	+	407644	406608
4563	chrXVI	YPL078C	408801	-	407752	408763
4564	chrXVI	YPL076W	410297	+	411456	410347
4565	chrXVI	YPL075W	412181	+	415580	412217
4566	chrXVI	YPL074W	415734	+	418165	415796
4567	chrXVI	YPL072W	418322	+	420059	418377
4568	chrXVI	YPL070W	420741	+	422989	420797
4569	chrXVI	YPL069C	423918	-	422699	423876
4570	chrXVI	YPL065W	427927	+	428712	427964
4571	chrXVI	YPL064C	429647	-	428654	429598
4572	chrXVI	YPL063W	429815	+	431440	429869
4573	chrXVI	YPL061W	432541	+	434212	432376
4574	chrXVI	YPL060W	434468	+	435824	434535
4575	chrXVI	YPL059W	444525	+	445203	444537
4576	chrXVI	YPL058C	450664	-	445612	450695
4577	chrXVI	YPL057C	453227	-	451909	453270
4578	chrXVI	YPL055C	454990	-	453915	454925
4579	chrXVI	YPL054W	455657	+	456769	455342
4580	chrXVI	YPL053C	458530	-	457014	458494
4581	chrXVI	YPL052W	458742	+	459875	458790
4582	chrXVI	YPL051W	459938	+	460739	459993
4583	chrXVI	YPL050C	462150	-	460620	462101
4584	chrXVI	YPL049C	463909	-	462308	463793
4585	chrXVI	YPL048W	464356	+	465768	464346
4586	chrXVI	YPL047W	465884	+	466619	465894
4587	chrXVI	YPL046C	467011	-	466530	466936
4588	chrXVI	YPL045W	467157	+	469873	467201
4589	chrXVI	YPL043W	469882	+	472109	469921
4590	chrXVI	YPL042C	474924	-	472932	474916
4591	chrXVI	YPL040C	479022	-	475920	478974
4592	chrXVI	YPL038W	480507	+	481180	480564
4593	chrXVI	YPL037C	481932	-	481376	481910
4594	chrXVI	YPL036W	482272	+	485686	482535
4595	chrXVI	YPL033C	488207	-	487362	488204
4596	chrXVI	YPL032C	491603	-	488528	491679
4597	chrXVI	YPL031C	493073	-	491936	493027
4598	chrXVI	YPL030W	493483	+	495353	493539
4599	chrXVI	YPL029W	495460	+	497776	495528
4600	chrXVI	YPL028W	498004	+	499392	498037
4601	chrXVI	YPL027W	499665	+	500402	499571
4602	chrXVI	YPL026C	502249	-	500421	502211
4603	chrXVI	YPL024W	503331	+	504403	503528
4604	chrXVI	YPL023C	506443	-	504141	506393
4605	chrXVI	YPL022W	506616	+	510210	506671
4606	chrXVI	YPL021W	511101	+	511664	510934
4607	chrXVI	YPL020C	514292	-	512223	514234
4608	chrXVI	YPL019C	517153	-	514431	517034
4609	chrXVI	YPL018W	517624	+	518760	517509
4610	chrXVI	YPL017C	520224	-	518734	520177
4611	chrXVI	YPL015C	526939	-	525487	526900
4612	chrXVI	YPL013C	529406	-	528811	529329
4613	chrXVI	YPL012W	529661	+	533536	529668
4614	chrXVI	YPL011C	534759	-	533528	534704
4615	chrXVI	YPL010W	534961	+	535796	534987
4616	chrXVI	YPL009C	538959	-	535551	538886
4617	chrXVI	YPL008W	539139	+	542077	539206
4618	chrXVI	YPL007C	543892	-	541984	543844
4619	chrXVI	YPL006W	544589	+	548197	544611
4620	chrXVI	YPL005W	548453	+	550420	548509
4621	chrXVI	YPL004C	551694	-	550438	551665
4622	chrXVI	YPL003W	552008	+	553420	552051
4623	chrXVI	YPL002C	554359	-	553328	554342
4624	chrXVI	YPL001W	554587	+	555783	554606
4625	chrXVI	YPR001W	556377	+	557986	556293
4626	chrXVI	YPR002W	558279	+	560126	558285
4627	chrXVI	YPR004C	565055	-	563966	565029
4628	chrXVI	YPR005C	566924	-	565441	566782
4629	chrXVI	YPR006C	568996	-	567196	569115
4630	chrXVI	YPR008W	573018	+	575213	572722
4631	chrXVI	YPR009W	576458	+	577426	576440
4632	chrXVI	YPR010C	581241	-	577419	581209
4633	chrXVI	YPR016C	593161	-	592127	593136
4634	chrXVI	YPR017C	593927	-	593324	593884
4635	chrXVI	YPR018W	594340	+	596431	594396
4636	chrXVI	YPR019W	596623	+	599732	596712
4637	chrXVI	YPR020W	599821	+	600321	599874
4638	chrXVI	YPR021C	603567	-	600579	603544
4639	chrXVI	YPR023C	610071	-	608739	610036
4640	chrXVI	YPR024W	610306	+	612804	610350
4641	chrXVI	YPR025C	614556	-	613248	614524
4642	chrXVI	YPR026W	615379	+	619114	615329
4643	chrXVI	YPR028W	623496	+	624341	623539
4644	chrXVI	YPR029C	627004	-	624268	626981
4645	chrXVI	YPR030W	627880	+	631343	627748
4646	chrXVI	YPR031W	631489	+	633888	631502
4647	chrXVI	YPR032W	634073	+	637327	634105
4648	chrXVI	YPR033C	639005	-	637306	639016
4649	chrXVI	YPR034W	639465	+	641207	639534
4650	chrXVI	YPR035W	642091	+	643538	641944
4651	chrXVI	YPR036W	643780	+	645362	643847
4652	chrXVI	YPR036W-A	645875	+	646421	645877
4653	chrXVI	YPR037C	647088	-	646369	647048
4654	chrXVI	YPR040W	647264	+	648460	647317
4655	chrXVI	YPR041W	648613	+	650075	648647
4656	chrXVI	YPR042C	653786	-	650098	653741
4657	chrXVI	YPR043W	654153	+	654920	654181
4658	chrXVI	YPR045C	656610	-	655029	656548
4659	chrXVI	YPR046W	656735	+	657399	656821
4660	chrXVI	YPR047W	657513	+	659042	657553
