	Chr	ORF	TSS	Strand	TTS	+2 nucleosome
4282	chrXV	YOR252W	803635	+	804304	803839
4283	chrXV	YOR253W	804358	+	805019	804589
4284	chrXV	YOR254C	807071	-	804906	806850
4285	chrXV	YOR255W	807121	+	808107	807473
4286	chrXV	YOR256C	810832	-	808185	810619
4287	chrXV	YOR257W	810974	+	811561	811181
4288	chrXV	YOR258W	811663	+	812413	811863
4289	chrXV	YOR259C	813729	-	812319	813521
4290	chrXV	YOR260W	813933	+	815841	814161
4291	chrXV	YOR261C	817024	-	815838	816850
4292	chrXV	YOR262W	817229	+	818436	817446
4293	chrXV	YOR264W	818643	+	820360	818888
4294	chrXV	YOR265W	820420	+	820988	820613
4295	chrXV	YOR266W	821023	+	822353	821174
4296	chrXV	YOR267C	825024	-	822391	824837
4297	chrXV	YOR269W	826309	+	828027	826506
4298	chrXV	YOR270C	830745	-	827925	830523
4299	chrXV	YOR272W	832739	+	834274	832965
4300	chrXV	YOR273C	836499	-	834234	836396
4301	chrXV	YOR274W	837604	+	839025	837869
4302	chrXV	YOR275C	841101	-	838952	840886
4303	chrXV	YOR276W	841273	+	841910	841515
4304	chrXV	YOR278W	842788	+	843754	843040
4305	chrXV	YOR279C	844741	-	843628	844538
4306	chrXV	YOR280C	845813	-	844890	845634
4307	chrXV	YOR281C	847157	-	846166	846939
4308	chrXV	YOR284W	848431	+	849490	848638
4309	chrXV	YOR285W	849629	+	850122	849818
4310	chrXV	YOR286W	850257	+	850975	850473
4311	chrXV	YOR287C	851861	-	850869	851674
4312	chrXV	YOR288C	853114	-	852037	852920
4313	chrXV	YOR290C	860408	-	855079	860178
4314	chrXV	YOR291W	860990	+	865658	861246
4315	chrXV	YOR293W	867071	+	867993	867264
4316	chrXV	YOR294W	868298	+	869100	868499
4317	chrXV	YOR295W	869131	+	870125	869354
4318	chrXV	YOR297C	875347	-	874614	875128
4319	chrXV	YOR298W	875599	+	877038	875760
4320	chrXV	YOR298C-A	877755	-	876996	877576
4321	chrXV	YOR299W	878360	+	880734	878538
4322	chrXV	YOR301W	880947	+	882582	881164
4323	chrXV	YOR302W	882669	+	882853	882902
4324	chrXV	YOR303W	882669	+	884209	882902
4325	chrXV	YOR304W	884348	+	888003	884596
4326	chrXV	YOR305W	888992	+	889828	889181
4327	chrXV	YOR306C	891616	-	889763	891473
4328	chrXV	YOR307C	894289	-	892626	894038
4329	chrXV	YOR308C	896411	-	894331	896216
4330	chrXV	YOR310C	898393	-	896568	898194
4331	chrXV	YOR311C	899975	-	898847	899752
4332	chrXV	YOR312C	901264	-	900168	901011
4333	chrXV	YOR313C	902874	-	901858	902788
4334	chrXV	YOR315W	904673	+	906136	904663
4335	chrXV	YOR316C	907696	-	906112	907504
4336	chrXV	YOR317W	909292	+	911694	909454
4337	chrXV	YOR319W	912818	+	913595	912994
4338	chrXV	YOR320C	915196	-	913523	914998
4339	chrXV	YOR321W	915986	+	918323	916170
4340	chrXV	YOR322C	921300	-	918453	921093
4341	chrXV	YOR323C	922924	-	921465	922683
4342	chrXV	YOR324C	925187	-	923097	924974
4343	chrXV	YOR326W	925547	+	930672	925750
4344	chrXV	YOR327C	931164	-	930612	930975
4345	chrXV	YOR328W	933650	+	936724	933829
4346	chrXV	YOR329C	939392	-	936488	939211
4347	chrXV	YOR330C	943428	-	939500	943199
4348	chrXV	YOR332W	943625	+	944418	943827
4349	chrXV	YOR334W	944596	+	946103	944789
4350	chrXV	YOR335C	949226	-	946100	949008
4351	chrXV	YOR336W	949748	+	954001	949942
4352	chrXV	YOR337W	954212	+	956895	954461
4353	chrXV	YOR339C	958868	-	958115	958691
4354	chrXV	YOR340C	960262	-	959121	960033
4355	chrXV	YOR341W	960862	+	966262	961064
4356	chrXV	YOR344C	978201	-	977011	978044
4357	chrXV	YOR346W	981677	+	984953	981877
4358	chrXV	YOR347C	986567	-	984882	986316
4359	chrXV	YOR349W	989762	+	992992	989985
4360	chrXV	YOR350C	994891	-	992807	994652
4361	chrXV	YOR351C	996511	-	994730	996731
4362	chrXV	YOR353C	1000861	-	998312	1000638
4363	chrXV	YOR354C	1003250	-	1001031	1003046
4364	chrXV	YOR355W	1004646	+	1006896	1004834
4365	chrXV	YOR356W	1007143	+	1009232	1007379
4366	chrXV	YOR357C	1009729	-	1009115	1009511
4367	chrXV	YOR358W	1010125	+	1011169	1010312
4368	chrXV	YOR359W	1011049	+	1013020	1011272
4369	chrXV	YOR360C	1015053	-	1013118	1014831
4370	chrXV	YOR361C	1017575	-	1015275	1017340
4371	chrXV	YOR362C	1018800	-	1017697	1018583
4372	chrXV	YOR363C	1023511	-	1019881	1023071
4373	chrXV	YOR367W	1025982	+	1026693	1026190
4374	chrXV	YOR368W	1026812	+	1028176	1027064
4375	chrXV	YOR369C	1028693	-	1028087	1028518
4376	chrXV	YOR370C	1031334	-	1029025	1031116
4377	chrXV	YOR371C	1034301	-	1031405	1034080
4378	chrXV	YOR372C	1036563	-	1034474	1036316
4379	chrXV	YOR373W	1036768	+	1039491	1036970
4380	chrXV	YOR374W	1039780	+	1041517	1039933
4381	chrXV	YOR375C	1043099	-	1041590	1042976
4382	chrXV	YOR377W	1046208	+	1048024	1046398
4383	chrXV	YOR380W	1051077	+	1053000	1051304
4384	chrXV	YOR381W	1055213	+	1057794	1055033
4385	chrXV	YOR382W	1059506	+	1060086	1059409
4386	chrXV	YOR383C	1061102	-	1060288	1060836
4387	chrXV	YOR384W	1061526	+	1063648	1061649
4388	chrXV	YOR386W	1066825	+	1068761	1067025
4389	chrXV	YOR388C	1072923	-	1071793	1072960
4390	chrXV	YOR391C	1079258	-	1078545	1079370
4391	chrXV	YOR393W	1080276	+	1081589	1079979
4392	chrXV	YOR394W	1082718	+	1083212	1082775
4393	chrXVI	YPL283C	6082	-	280	5861
4394	chrXVI	YPL282C	8427	-	7933	8368
4395	chrXVI	YPL281C	10870	-	9557	11166
4396	chrXVI	YPL274W	22886	+	24763	23039
4397	chrXVI	YPL273W	25014	+	26167	25167
4398	chrXVI	YPL271W	30058	+	30384	30244
4399	chrXVI	YPL270W	30459	+	32902	30653
4400	chrXVI	YPL269W	33013	+	35093	33202
4401	chrXVI	YPL268W	35180	+	37890	35413
4402	chrXVI	YPL267W	38154	+	38865	38350
4403	chrXVI	YPL266W	39074	+	40150	39255
4404	chrXVI	YPL265W	40947	+	43184	41077
4405	chrXVI	YPL263C	46528	-	44473	46310
4406	chrXVI	YPL262W	47372	+	48843	47559
4407	chrXVI	YPL259C	52684	-	51042	52488
4408	chrXVI	YPL258C	55436	-	53396	55239
4409	chrXVI	YPL256C	66789	-	64747	66799
4410	chrXVI	YPL255W	67703	+	69112	67894
4411	chrXVI	YPL254W	69244	+	71020	69478
4412	chrXVI	YPL253C	73047	-	70970	72840
4413	chrXVI	YPL252C	73925	-	73261	73713
4414	chrXVI	YPL250C	74861	-	74120	74632
4415	chrXVI	YPL249C-A	76253	-	75552	76119
4416	chrXVI	YPL249C	79380	-	76619	79168
4417	chrXVI	YPL248C	82356	-	79549	82158
4418	chrXVI	YPL246C	85337	-	84404	85127
4419	chrXVI	YPL244C	88055	-	86917	87828
4420	chrXVI	YPL243W	88427	+	90384	88643
4421	chrXVI	YPL242C	95171	-	90471	94959
4422	chrXVI	YPL241C	96266	-	95300	96043
4423	chrXVI	YPL240C	98681	-	96377	98524
4424	chrXVI	YPL239W	99406	+	100252	99590
4425	chrXVI	YPL237W	100453	+	101465	100686
4426	chrXVI	YPL235W	103136	+	104716	103362
4427	chrXVI	YPL234C	105495	-	104828	105263
4428	chrXVI	YPL233W	106107	+	106862	106344
4429	chrXVI	YPL232W	106978	+	108229	107328
4430	chrXVI	YPL231W	108615	+	114400	108740
4431	chrXVI	YPL230W	115821	+	116593	115342
4432	chrXVI	YPL228W	118251	+	120183	118451
4433	chrXVI	YPL227C	121292	-	120145	121079
4434	chrXVI	YPL226W	121741	+	125609	121934
4435	chrXVI	YPL225W	125958	+	126573	126184
4436	chrXVI	YPL224C	128088	-	126438	127882
4437	chrXVI	YPL221W	132807	+	135601	133187
4438	chrXVI	YPL220W	135778	+	136531	135960
4439	chrXVI	YPL219W	136655	+	138319	136885
4440	chrXVI	YPL218W	138636	+	139472	138849
4441	chrXVI	YPL217C	143215	-	139521	143018
4442	chrXVI	YPL215W	147387	+	148584	147588
4443	chrXVI	YPL214C	150300	-	148473	150075
4444	chrXVI	YPL213W	150578	+	151361	150805
4445	chrXVI	YPL212C	153200	-	151362	152960
4446	chrXVI	YPL211W	153453	+	154167	153654
4447	chrXVI	YPL210C	156231	-	154205	156038
4448	chrXVI	YPL209C	157660	-	156391	157444
4449	chrXVI	YPL208W	157828	+	159662	158041
4450	chrXVI	YPL207W	159832	+	162433	160024
4451	chrXVI	YPL206C	163663	-	162544	163457
4452	chrXVI	YPL204W	164090	+	165894	164308
4453	chrXVI	YPL203W	166094	+	167638	166285
4454	chrXVI	YPL202C	169419	-	168012	169206
4455	chrXVI	YPL201C	171004	-	169721	171037
4456	chrXVI	YPL200W	171484	+	171954	171606
4457	chrXVI	YPL198W	173101	+	174795	173308
4458	chrXVI	YPL196W	174971	+	175924	175205
4459	chrXVI	YPL195W	176193	+	179108	176425
4460	chrXVI	YPL194W	179252	+	181330	179458
4461	chrXVI	YPL193W	181396	+	182633	181555
4462	chrXVI	YPL192C	183279	-	182655	183057
4463	chrXVI	YPL190C	187841	-	185053	187627
4464	chrXVI	YPL189C-A	188610	-	188071	188396
4465	chrXVI	YPL189W	189023	+	191095	189199
4466	chrXVI	YPL188W	191390	+	192909	191592
4467	chrXVI	YPL187W	193656	+	194145	193667
4468	chrXVI	YPL186C	195426	-	194258	195413
4469	chrXVI	YPL184C	198461	-	195883	198252
4470	chrXVI	YPL183W-A	198989	+	199528	199222
4471	chrXVI	YPL183C	202547	-	199416	202346
4472	chrXVI	YPL181W	203174	+	205064	203440
4473	chrXVI	YPL180W	205231	+	207849	205394
4474	chrXVI	YPL179W	207988	+	210026	208200
4475	chrXVI	YPL178W	212098	+	212893	212306
4476	chrXVI	YPL177C	214087	-	212932	214176
4477	chrXVI	YPL176C	218394	-	215871	218207
4478	chrXVI	YPL175W	218587	+	220200	218790
4479	chrXVI	YPL174C	222906	-	220071	222695
4480	chrXVI	YPL173W	223077	+	224199	223304
4481	chrXVI	YPL172C	225844	-	224214	225639
4482	chrXVI	YPL171C	227371	-	226032	227348
4483	chrXVI	YPL170W	228284	+	228974	228384
4484	chrXVI	YPL169C	230860	-	228860	230661
4485	chrXVI	YPL167C	237157	-	232492	236921
4486	chrXVI	YPL166W	237270	+	237979	237520
4487	chrXVI	YPL165C	239192	-	237956	238796
4488	chrXVI	YPL164C	241548	-	239082	241340
4489	chrXVI	YPL163C	242723	-	241763	242652
4490	chrXVI	YPL161C	246287	-	244206	246070
4491	chrXVI	YPL160W	246923	+	250433	247135
4492	chrXVI	YPL159C	251786	-	250715	251570
4493	chrXVI	YPL158C	254380	-	251979	254304
4494	chrXVI	YPL157W	254694	+	255877	254912
4495	chrXVI	YPL156C	256827	-	255745	256726
4496	chrXVI	YPL155C	259416	-	257216	259178
4497	chrXVI	YPL154C	261194	-	259622	260952
4498	chrXVI	YPL153C	264358	-	261541	264149
4499	chrXVI	YPL152W	264948	+	266198	265194
4500	chrXVI	YPL151C	267567	-	266099	267367
4501	chrXVI	YPL149W	271250	+	272204	271475
4502	chrXVI	YPL148C	272952	-	272294	272728
4503	chrXVI	YPL147W	273255	+	275973	273398
4504	chrXVI	YPL146C	277549	-	276019	277347
4505	chrXVI	YPL145C	279955	-	278395	279788
4506	chrXVI	YPL144W	280454	+	281062	280664
4507	chrXVI	YPL143W	282091	+	283019	282283
4508	chrXVI	YPL141C	286289	-	283232	286162
4509	chrXVI	YPL140C	289262	-	287331	289035
4510	chrXVI	YPL139C	291107	-	289578	290883
4511	chrXVI	YPL138C	292449	-	291244	292252
4512	chrXVI	YPL137C	296897	-	292651	296581
4513	chrXVI	YPL135W	297489	+	298401	297610
4514	chrXVI	YPL134C	299523	-	298473	299374
4515	chrXVI	YPL133C	301358	-	299842	301153
4516	chrXVI	YPL132W	301542	+	302726	301755
4517	chrXVI	YPL131W	303102	+	304113	303274
4518	chrXVI	YPL130W	304387	+	305311	304441
4519	chrXVI	YPL129W	305241	+	306207	305469
4520	chrXVI	YPL128C	308290	-	306255	308097
4521	chrXVI	YPL127C	309627	-	308688	309419
4522	chrXVI	YPL126W	310153	+	313010	310392
4523	chrXVI	YPL125W	313229	+	316558	313437
4524	chrXVI	YPL124W	316724	+	317584	316918
4525	chrXVI	YPL123C	318953	-	317500	318796
4526	chrXVI	YPL122C	320793	-	319127	320570
4527	chrXVI	YPL121C	321813	-	320962	321668
4528	chrXVI	YPL120W	322055	+	324083	322263
4529	chrXVI	YPL119C	326349	-	324330	326118
4530	chrXVI	YPL118W	326542	+	327767	326742
4531	chrXVI	YPL117C	328847	-	327682	328691
4532	chrXVI	YPL116W	329409	+	331835	329607
4533	chrXVI	YPL115C	335708	-	331836	335532
4534	chrXVI	YPL112C	338670	-	337370	338494
4535	chrXVI	YPL111W	339898	+	341022	340076
4536	chrXVI	YPL110C	345097	-	340989	344718
4537	chrXVI	YPL106C	352320	-	350053	352177
4538	chrXVI	YPL105C	355426	-	352750	355229
4539	chrXVI	YPL104W	355646	+	357925	355857
4540	chrXVI	YPL103C	359442	-	357666	359245
4541	chrXVI	YPL101W	360170	+	361707	360377
4542	chrXVI	YPL100W	361795	+	363408	362035
4543	chrXVI	YPL099C	364068	-	363182	363886
4544	chrXVI	YPL098C	364784	-	364236	364582
4545	chrXVI	YPL097W	364927	+	366522	365146
4546	chrXVI	YPL096C-A	366777	-	366413	366566
4547	chrXVI	YPL096W	366911	+	368080	367137
4548	chrXVI	YPL095C	369481	-	368017	369319
4549	chrXVI	YPL094C	370685	-	369776	370490
4550	chrXVI	YPL093W	370933	+	373158	371114
4551	chrXVI	YPL092W	373649	+	375268	373784
4552	chrXVI	YPL091W	375476	+	377063	375644
4553	chrXVI	YPL090C	378468	-	377128	378291
4554	chrXVI	YPL089C	381414	-	378992	381140
4555	chrXVI	YPL087W	383323	+	384514	383374
4556	chrXVI	YPL086C	386475	-	384654	386269
4557	chrXVI	YPL085W	386889	+	393747	387121
4558	chrXVI	YPL084W	393981	+	396722	394207
4559	chrXVI	YPL083C	398160	-	396562	397958
4560	chrXVI	YPL082C	404223	-	398347	403952
4561	chrXVI	YPL081W	404909	+	406216	405140
4562	chrXVI	YPL079W	406601	+	407644	406769
4563	chrXVI	YPL078C	408801	-	407752	408574
4564	chrXVI	YPL076W	410297	+	411456	410530
4565	chrXVI	YPL075W	412181	+	415580	412387
4566	chrXVI	YPL074W	415734	+	418165	415954
4567	chrXVI	YPL072W	418322	+	420059	418549
4568	chrXVI	YPL070W	420741	+	422989	420974
4569	chrXVI	YPL069C	423918	-	422699	423699
4570	chrXVI	YPL065W	427927	+	428712	428128
4571	chrXVI	YPL064C	429647	-	428654	429419
4572	chrXVI	YPL063W	429815	+	431440	430040
4573	chrXVI	YPL061W	432541	+	434212	432539
4574	chrXVI	YPL060W	434468	+	435824	434716
4575	chrXVI	YPL059W	444525	+	445203	444710
4576	chrXVI	YPL058C	450664	-	445612	450516
4577	chrXVI	YPL057C	453227	-	451909	453125
4578	chrXVI	YPL055C	454990	-	453915	454761
4579	chrXVI	YPL054W	455657	+	456769	455529
4580	chrXVI	YPL053C	458530	-	457014	458312
4581	chrXVI	YPL052W	458742	+	459875	458962
4582	chrXVI	YPL051W	459938	+	460739	460180
4583	chrXVI	YPL050C	462150	-	460620	461925
4584	chrXVI	YPL049C	463909	-	462308	463620
4585	chrXVI	YPL048W	464356	+	465768	464527
4586	chrXVI	YPL047W	465884	+	466619	466061
4587	chrXVI	YPL046C	467011	-	466530	466789
4588	chrXVI	YPL045W	467157	+	469873	467390
4589	chrXVI	YPL043W	469882	+	472109	470090
4590	chrXVI	YPL042C	474924	-	472932	474757
4591	chrXVI	YPL040C	479022	-	475920	478792
4592	chrXVI	YPL038W	480507	+	481180	480714
4593	chrXVI	YPL037C	481932	-	481376	481762
4594	chrXVI	YPL036W	482272	+	485686	482694
4595	chrXVI	YPL033C	488207	-	487362	488022
4596	chrXVI	YPL032C	491603	-	488528	491538
4597	chrXVI	YPL031C	493073	-	491936	492868
4598	chrXVI	YPL030W	493483	+	495353	493710
4599	chrXVI	YPL029W	495460	+	497776	495716
4600	chrXVI	YPL028W	498004	+	499392	498210
4601	chrXVI	YPL027W	499665	+	500402	499744
4602	chrXVI	YPL026C	502249	-	500421	502043
4603	chrXVI	YPL024W	503331	+	504403	503678
4604	chrXVI	YPL023C	506443	-	504141	506216
4605	chrXVI	YPL022W	506616	+	510210	506840
4606	chrXVI	YPL021W	511101	+	511664	511093
4607	chrXVI	YPL020C	514292	-	512223	514081
4608	chrXVI	YPL019C	517153	-	514431	516855
4609	chrXVI	YPL018W	517624	+	518760	517684
4610	chrXVI	YPL017C	520224	-	518734	520014
4611	chrXVI	YPL015C	526939	-	525487	526735
4612	chrXVI	YPL013C	529406	-	528811	529175
4613	chrXVI	YPL012W	529661	+	533536	529823
4614	chrXVI	YPL011C	534759	-	533528	534523
4615	chrXVI	YPL010W	534961	+	535796	535166
4616	chrXVI	YPL009C	538959	-	535551	538736
4617	chrXVI	YPL008W	539139	+	542077	539366
4618	chrXVI	YPL007C	543892	-	541984	543665
4619	chrXVI	YPL006W	544589	+	548197	544780
4620	chrXVI	YPL005W	548453	+	550420	548666
4621	chrXVI	YPL004C	551694	-	550438	551522
4622	chrXVI	YPL003W	552008	+	553420	552195
4623	chrXVI	YPL002C	554359	-	553328	554185
4624	chrXVI	YPL001W	554587	+	555783	554788
4625	chrXVI	YPR001W	556377	+	557986	556450
4626	chrXVI	YPR002W	558279	+	560126	558456
4627	chrXVI	YPR004C	565055	-	563966	564853
4628	chrXVI	YPR005C	566924	-	565441	566627
4629	chrXVI	YPR006C	568996	-	567196	568955
4630	chrXVI	YPR008W	573018	+	575213	572902
4631	chrXVI	YPR009W	576458	+	577426	576599
4632	chrXVI	YPR010C	581241	-	577419	581034
4633	chrXVI	YPR016C	593161	-	592127	592971
4634	chrXVI	YPR017C	593927	-	593324	593734
4635	chrXVI	YPR018W	594340	+	596431	594579
4636	chrXVI	YPR019W	596623	+	599732	596870
4637	chrXVI	YPR020W	599821	+	600321	600022
4638	chrXVI	YPR021C	603567	-	600579	603358
4639	chrXVI	YPR023C	610071	-	608739	609866
4640	chrXVI	YPR024W	610306	+	612804	610502
4641	chrXVI	YPR025C	614556	-	613248	614357
4642	chrXVI	YPR026W	615379	+	619114	615496
4643	chrXVI	YPR028W	623496	+	624341	623714
4644	chrXVI	YPR029C	627004	-	624268	626818
4645	chrXVI	YPR030W	627880	+	631343	627900
4646	chrXVI	YPR031W	631489	+	633888	631665
4647	chrXVI	YPR032W	634073	+	637327	634273
4648	chrXVI	YPR033C	639005	-	637306	638840
4649	chrXVI	YPR034W	639465	+	641207	639704
4650	chrXVI	YPR035W	642091	+	643538	642127
4651	chrXVI	YPR036W	643780	+	645362	644001
4652	chrXVI	YPR036W-A	645875	+	646421	646019
4653	chrXVI	YPR037C	647088	-	646369	646867
4654	chrXVI	YPR040W	647264	+	648460	647497
4655	chrXVI	YPR041W	648613	+	650075	648837
4656	chrXVI	YPR042C	653786	-	650098	653569
4657	chrXVI	YPR043W	654153	+	654920	654340
4658	chrXVI	YPR045C	656610	-	655029	656360
4659	chrXVI	YPR046W	656735	+	657399	656993
4660	chrXVI	YPR047W	657513	+	659042	657713
4661	chrXVI	YPR048W	659158	+	661128	659368
4662	chrXVI	YPR049C	664740	-	661052	664520
4663	chrXVI	YPR051W	664930	+	665598	665161
4664	chrXVI	YPR052C	666002	-	665508	665799
4665	chrXVI	YPR054W	666210	+	667507	666461
4666	chrXVI	YPR055W	667629	+	670939	667839
4667	chrXVI	YPR056W	671103	+	672342	671322
4668	chrXVI	YPR057W	672490	+	673552	672656
4669	chrXVI	YPR058W	673667	+	674757	673882
4670	chrXVI	YPR060C	675706	-	674729	675492
4671	chrXVI	YPR061C	676929	-	675897	676732
4672	chrXVI	YPR062W	677158	+	677756	677355
4673	chrXVI	YPR065W	679603	+	681155	679585
4674	chrXVI	YPR066W	681209	+	682112	681424
4675	chrXVI	YPR067W	682174	+	682951	682387
4676	chrXVI	YPR068C	684403	-	682900	684158
4677	chrXVI	YPR069C	685495	-	684498	685302
4678	chrXVI	YPR070W	685856	+	687943	686112
4679	chrXVI	YPR072W	690006	+	691897	690206
4680	chrXVI	YPR073C	692480	-	691694	692271
4681	chrXVI	YPR074C	694903	-	692672	694805
4682	chrXVI	YPR075C	696869	-	695617	696688
4683	chrXVI	YPR079W	698803	+	700117	698984
4684	chrXVI	YPR080W	700563	+	702091	700769
4685	chrXVI	YPR081C	703973	-	702112	703774
4686	chrXVI	YPR082C	704664	-	704146	704461
4687	chrXVI	YPR083W	704843	+	706717	705036
4688	chrXVI	YPR085C	709915	-	708384	709698
4689	chrXVI	YPR086W	710057	+	711299	710282
4690	chrXVI	YPR088C	713064	-	711329	712848
4691	chrXVI	YPR091C	718496	-	715945	718268
4692	chrXVI	YPR093C	720461	-	719291	720279
4693	chrXVI	YPR094W	720637	+	721023	720828
4694	chrXVI	YPR095C	724964	-	720940	724748
4695	chrXVI	YPR097W	725158	+	728741	725362
4696	chrXVI	YPR098C	729547	-	728717	729359
4697	chrXVI	YPR100W	729753	+	730299	729976
4698	chrXVI	YPR101W	730467	+	731233	730680
4699	chrXVI	YPR102C	731789	-	731138	731593
4700	chrXVI	YPR103W	732281	+	733270	732487
4701	chrXVI	YPR104C	736711	-	733317	736488
4702	chrXVI	YPR105C	739725	-	736913	739405
4703	chrXVI	YPR106W	740005	+	741485	740229
4704	chrXVI	YPR107C	742148	-	741278	741949
4705	chrXVI	YPR108W	742374	+	743929	742557
4706	chrXVI	YPR110C	746849	-	745615	746638
4707	chrXVI	YPR111W	747284	+	749259	747470
4708	chrXVI	YPR112C	751971	-	749162	751744
4709	chrXVI	YPR113W	752232	+	753021	752426
4710	chrXVI	YPR115W	754678	+	758392	754893
4711	chrXVI	YPR116W	758572	+	759481	758831
4712	chrXVI	YPR118W	767733	+	769052	767948
4713	chrXVI	YPR119W	771304	+	773402	771479
4714	chrXVI	YPR120C	775309	-	773837	775214
4715	chrXVI	YPR121W	778583	+	780381	778603
4716	chrXVI	YPR122W	781942	+	785820	782177
4717	chrXVI	YPR124W	786031	+	787658	786237
4718	chrXVI	YPR125W	787845	+	789508	788087
4719	chrXVI	YPR127W	789910	+	791203	790304
4720	chrXVI	YPR128C	792267	-	791125	792040
4721	chrXVI	YPR129W	792681	+	793806	792880
4722	chrXVI	YPR131C	794538	-	793728	794323
4723	chrXVI	YPR132W	794941	+	795870	795135
4724	chrXVI	YPR133C	797297	-	795902	797102
4725	chrXVI	YPR133W-A	797528	+	797877	797729
4726	chrXVI	YPR134W	798025	+	798977	798244
4727	chrXVI	YPR135W	799192	+	802058	799411
4728	chrXVI	YPR137W	802298	+	804226	802501
4729	chrXVI	YPR138C	812725	-	810843	812502
4730	chrXVI	YPR139C	814128	-	813055	813904
4731	chrXVI	YPR140W	814301	+	815621	814515
4732	chrXVI	YPR141C	818084	-	815564	817872
4733	chrXVI	YPR143W	818297	+	819204	818516
4734	chrXVI	YPR144C	821446	-	819695	821235
4735	chrXVI	YPR145W	822578	+	824458	822639
4736	chrXVI	YPR148C	828199	-	826714	827956
4737	chrXVI	YPR149W	829735	+	830781	830088
4738	chrXVI	YPR151C	831675	-	831055	831800
4739	chrXVI	YPR152C	833472	-	831835	833269
4740	chrXVI	YPR153W	833641	+	834245	833874
4741	chrXVI	YPR154W	834521	+	835341	834753
4742	chrXVI	YPR155C	837479	-	835438	837272
4743	chrXVI	YPR156C	840063	-	837692	840014
4744	chrXVI	YPR158W	843200	+	844152	843399
4745	chrXVI	YPR159W	857332	+	860029	857546
4746	chrXVI	YPR160W	861306	+	864014	861067
4747	chrXVI	YPR161C	866499	-	864357	866265
4748	chrXVI	YPR162C	868332	-	866662	868110
4749	chrXVI	YPR163C	870041	-	868490	869817
4750	chrXVI	YPR164W	870646	+	875254	870850
4751	chrXVI	YPR165W	875182	+	876197	875366
4752	chrXVI	YPR166C	876689	-	876174	876445
4753	chrXVI	YPR167C	877715	-	876791	877525
4754	chrXVI	YPR168W	878065	+	878701	878277
4755	chrXVI	YPR169W	878656	+	880205	878884
4756	chrXVI	YPR171W	883828	+	885672	883986
4757	chrXVI	YPR173C	887869	-	886471	887660
4758	chrXVI	YPR175W	888945	+	891122	889140
4759	chrXVI	YPR176C	892084	-	890947	891922
4760	chrXVI	YPR178W	892293	+	893775	892509
4761	chrXVI	YPR179C	895804	-	893736	895567
4762	chrXVI	YPR180W	895961	+	897074	896179
4763	chrXVI	YPR181C	899736	-	897146	899513
4764	chrXVI	YPR182W	900132	+	900531	900313
4765	chrXVI	YPR183W	900718	+	901645	900941
4766	chrXVI	YPR184W	901874	+	906809	902090
4767	chrXVI	YPR185W	906907	+	909741	907134
4768	chrXVI	YPR186C	911027	-	909602	910819
4769	chrXVI	YPR187W	911215	+	911924	911452
4770	chrXVI	YPR188C	912516	-	911939	912273
4771	chrXVI	YPR189W	912627	+	917051	912880
4772	chrXVI	YPR190C	919085	-	917000	918867
4773	chrXVI	YPR191W	919321	+	920715	919505
4774	chrXVI	YPR192W	921860	+	922910	922071
4775	chrXVI	YPR193C	923992	-	922852	923784
4776	chrXVI	YPR198W	933983	+	935758	934222
4777	chrXVI	YPR199C	939058	-	937969	938782
4778	chrXVI	YPR200C	939778	-	939194	939537
4779	chrXVI	YPR201W	939857	+	941136	940079
4780	chrI	YAL067W-A	2480	+	2707	2829
4781	chrI	YAL064C-A	13743	-	13363	14494
4782	chrI	YAL061W	33359	+	34868	33367
4783	chrI	YAL044W-A	57517	+	57961	57707
4784	chrI	YAL037C-A	73518	-	73426	73514
4785	chrI	YAL037W	74020	+	74823	74223
4786	chrI	YAL018C	119541	-	118564	119437
4787	chrI	YAR023C	179820	-	179043	179844
4788	chrI	YAR028W	184836	+	185794	185071
4789	chrI	YAR029W	186321	+	186754	186116
4790	chrI	YAR035C-A	192417	-	192337	192164
4791	chrI	YAR066W	220973	+	221660	220681
4792	chrII	YBL111C	5009	-	2907	5176
4793	chrII	YBL107C	10551	-	9818	10316
4794	chrII	YBL104C	21298	-	18094	21104
4795	chrII	YBL100W-C	28427	+	28705	28762
4796	chrII	YBL095W	43277	+	44207	43471
4797	chrII	YBL086C	62726	-	61155	62459
4798	chrII	YBL081W	71552	+	73030	71786
4799	chrII	YBL071C-B	89556	-	89446	89251
4800	chrII	YBL059W	110674	+	111316	110871
4801	chrII	YBL039W-B	143108	+	143700	143279
4802	chrII	YBL029C-A	164889	-	164409	164708
4803	chrII	YBL010C	206943	-	205964	206746
4804	chrII	YBL008W-A	209409	+	209648	209399
4805	chrII	YBR007C	251106	-	248623	250764
4806	chrII	YBR013C	266023	-	265340	265821
4807	chrII	YBR028C	296102	-	294249	295868
4808	chrII	YBR033W	301944	+	304703	302027
4809	chrII	YBR047W	331780	+	332461	331957
4810	chrII	YBR053C	340763	-	339541	340574
4811	chrII	YBR056W	347754	+	349428	348027
4812	chrII	YBR062C	366631	-	365878	366408
4813	chrII	YBR063C	368184	-	366867	368054
4814	chrII	YBR071W	380339	+	381321	380446
4815	chrII	YBR072C-A	383021	-	382769	382724
4816	chrII	YBR074W	386281	+	389331	386471
4817	chrII	YBR085C-A	419193	-	418548	419022
4818	chrII	YBR090C	427058	-	426015	427319
4819	chrII	YBR096W	435939	+	436781	436123
4820	chrII	YBR138C	515405	-	513613	515206
